date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
10-04-1949,Ecuador,Paraguay,0,1,Copa América,Rio de Janeiro,Brazil,TRUE
13-04-1949,Brazil,Chile,2,1,Copa América,São Paulo,Brazil,FALSE
13-04-1949,Ecuador,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,TRUE
13-04-1949,Paraguay,Peru,3,1,Copa América,Rio de Janeiro,Brazil,TRUE
17-04-1949,Bolivia,Uruguay,3,2,Copa América,Rio de Janeiro,Brazil,TRUE
17-04-1949,Brazil,Colombia,5,0,Copa América,São Paulo,Brazil,FALSE
17-04-1949,Chile,Ecuador,1,0,Copa América,São Paulo,Brazil,TRUE
20-04-1949,Chile,Colombia,1,1,Copa América,Rio de Janeiro,Brazil,TRUE
20-04-1949,Ecuador,Peru,0,4,Copa América,Rio de Janeiro,Brazil,TRUE
20-04-1949,Paraguay,Uruguay,1,2,Copa América,São Paulo,Brazil,TRUE
24-04-1949,Brazil,Peru,7,1,Copa América,Rio de Janeiro,Brazil,FALSE
25-04-1949,Bolivia,Ecuador,2,0,Copa América,São Paulo,Brazil,TRUE
25-04-1949,Uruguay,Colombia,2,2,Copa América,São Paulo,Brazil,TRUE
27-04-1949,Bolivia,Peru,0,3,Copa América,Santos,Brazil,TRUE
27-04-1949,Chile,Paraguay,2,4,Copa América,São Paulo,Brazil,TRUE
30-04-1949,Bolivia,Paraguay,0,7,Copa América,Rio de Janeiro,Brazil,TRUE
30-04-1949,Brazil,Uruguay,5,1,Copa América,Rio de Janeiro,Brazil,FALSE
30-04-1949,Chile,Peru,0,3,Copa América,São Paulo,Brazil,TRUE
03-05-1949,Colombia,Ecuador,1,4,Copa América,Rio de Janeiro,Brazil,TRUE
04-05-1949,Peru,Uruguay,4,3,Copa América,Rio de Janeiro,Brazil,TRUE
06-05-1949,Bolivia,Colombia,4,0,Copa América,Rio de Janeiro,Brazil,TRUE
08-05-1949,Brazil,Paraguay,1,2,Copa América,Rio de Janeiro,Brazil,FALSE
08-05-1949,Chile,Uruguay,3,1,Copa América,Belo Horizonte,Brazil,TRUE
11-05-1949,Brazil,Paraguay,7,0,Copa América,Rio de Janeiro,Brazil,FALSE
02-06-1949,Sweden,Republic of Ireland,3,1,FIFA World Cup qualification,Solna,Sweden,FALSE
26-06-1949,Switzerland,Luxembourg,5,2,FIFA World Cup qualification,Zürich,Switzerland,FALSE
21-08-1949,Yugoslavia,Israel,6,0,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
08-09-1949,Republic of Ireland,Finland,3,0,FIFA World Cup qualification,Dublin,Éire,FALSE
18-09-1949,Israel,Yugoslavia,2,5,FIFA World Cup qualification,Tel Aviv,Israel,FALSE
18-09-1949,Luxembourg,Switzerland,2,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
18-09-1949,Mexico,United States,6,2,FIFA World Cup qualification,Mexico City,Mexico,FALSE
21-09-1949,United States,Cuba,5,2,FIFA World Cup qualification,Mexico City,Mexico,TRUE
25-09-1949,Mexico,Cuba,3,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
01-10-1949,Northern Ireland,Scotland,2,8,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
09-10-1949,Finland,Republic of Ireland,1,1,FIFA World Cup qualification,Helsinki,Finland,FALSE
09-10-1949,Yugoslavia,France,1,1,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
15-10-1949,Wales,England,1,4,FIFA World Cup qualification,Cardiff,Wales,FALSE
30-10-1949,France,Yugoslavia,1,1,FIFA World Cup qualification,Colombes,France,FALSE
09-11-1949,Scotland,Wales,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
13-11-1949,Republic of Ireland,Sweden,1,3,FIFA World Cup qualification,Dublin,Éire,FALSE
16-11-1949,England,Northern Ireland,9,2,FIFA World Cup qualification,Manchester,England,FALSE
20-11-1949,Turkey,Syria,7,0,FIFA World Cup qualification,Ankara,Turkey,FALSE
11-12-1949,France,Yugoslavia,2,3,FIFA World Cup qualification,Florence,Italy,TRUE
08-03-1950,Wales,Northern Ireland,0,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
02-04-1950,Spain,Portugal,5,1,FIFA World Cup qualification,Madrid,Spain,FALSE
09-04-1950,Portugal,Spain,2,2,FIFA World Cup qualification,Oeiras,Portugal,FALSE
15-04-1950,Scotland,England,0,1,FIFA World Cup qualification,Glasgow,Scotland,FALSE
24-06-1950,Brazil,Mexico,4,0,FIFA World Cup,Rio de Janeiro,Brazil,FALSE
25-06-1950,Chile,England,0,2,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
25-06-1950,Italy,Sweden,2,3,FIFA World Cup,São Paulo,Brazil,TRUE
25-06-1950,Spain,United States,3,1,FIFA World Cup,Curitiba,Brazil,TRUE
25-06-1950,Switzerland,Yugoslavia,0,3,FIFA World Cup,Belo Horizonte,Brazil,TRUE
28-06-1950,Brazil,Switzerland,2,2,FIFA World Cup,São Paulo,Brazil,FALSE
28-06-1950,Mexico,Yugoslavia,1,4,FIFA World Cup,Porto Alegre,Brazil,TRUE
29-06-1950,Chile,Spain,0,2,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
29-06-1950,England,United States,0,1,FIFA World Cup,Belo Horizonte,Brazil,TRUE
29-06-1950,Paraguay,Sweden,2,2,FIFA World Cup,Curitiba,Brazil,TRUE
01-07-1950,Brazil,Yugoslavia,2,0,FIFA World Cup,Rio de Janeiro,Brazil,FALSE
02-07-1950,Bolivia,Uruguay,0,8,FIFA World Cup,Belo Horizonte,Brazil,TRUE
02-07-1950,Chile,United States,5,2,FIFA World Cup,Recife,Brazil,TRUE
02-07-1950,England,Spain,0,1,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
02-07-1950,Italy,Paraguay,2,0,FIFA World Cup,São Paulo,Brazil,TRUE
02-07-1950,Mexico,Switzerland,1,2,FIFA World Cup,Porto Alegre,Brazil,TRUE
09-07-1950,Brazil,Sweden,7,1,FIFA World Cup,Rio de Janeiro,Brazil,FALSE
09-07-1950,Spain,Uruguay,2,2,FIFA World Cup,São Paulo,Brazil,TRUE
13-07-1950,Brazil,Spain,6,1,FIFA World Cup,Rio de Janeiro,Brazil,FALSE
13-07-1950,Sweden,Uruguay,2,3,FIFA World Cup,São Paulo,Brazil,TRUE
16-07-1950,Brazil,Uruguay,1,2,FIFA World Cup,Rio de Janeiro,Brazil,FALSE
16-07-1950,Spain,Sweden,1,3,FIFA World Cup,São Paulo,Brazil,TRUE
22-02-1953,Peru,Bolivia,0,1,Copa América,Lima,Peru,FALSE
25-02-1953,Bolivia,Uruguay,0,2,Copa América,Lima,Peru,TRUE
25-02-1953,Chile,Paraguay,0,3,Copa América,Lima,Peru,TRUE
28-02-1953,Peru,Ecuador,1,0,Copa América,Lima,Peru,FALSE
01-03-1953,Bolivia,Brazil,1,8,Copa América,Lima,Peru,TRUE
01-03-1953,Chile,Uruguay,3,2,Copa América,Lima,Peru,TRUE
04-03-1953,Ecuador,Paraguay,0,0,Copa América,Lima,Peru,TRUE
04-03-1953,Peru,Chile,0,0,Copa América,Lima,Peru,FALSE
08-03-1953,Bolivia,Ecuador,1,1,Copa América,Lima,Peru,TRUE
08-03-1953,Peru,Paraguay,2,2,Copa América,Lima,Peru,FALSE
12-03-1953,Brazil,Ecuador,2,0,Copa América,Lima,Peru,TRUE
12-03-1953,Paraguay,Uruguay,2,2,Copa América,Lima,Peru,TRUE
15-03-1953,Brazil,Uruguay,1,0,Copa América,Lima,Peru,TRUE
16-03-1953,Bolivia,Paraguay,1,2,Copa América,Lima,Peru,TRUE
19-03-1953,Chile,Ecuador,3,0,Copa América,Lima,Peru,TRUE
19-03-1953,Peru,Brazil,1,0,Copa América,Lima,Peru,FALSE
23-03-1953,Brazil,Chile,3,2,Copa América,Lima,Peru,TRUE
23-03-1953,Ecuador,Uruguay,0,6,Copa América,Lima,Peru,TRUE
27-03-1953,Brazil,Paraguay,1,2,Copa América,Lima,Peru,TRUE
28-03-1953,Bolivia,Chile,2,2,Copa América,Lima,Peru,TRUE
28-03-1953,Peru,Uruguay,0,3,Copa América,Lima,Peru,FALSE
01-04-1953,Brazil,Paraguay,2,3,Copa América,Lima,Peru,TRUE
09-05-1953,Yugoslavia,Greece,1,0,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE
25-05-1953,Finland,Belgium,2,4,FIFA World Cup qualification,Helsinki,Finland,FALSE
28-05-1953,Sweden,Belgium,2,3,FIFA World Cup qualification,Solna,Sweden,FALSE
14-06-1953,Czechoslovakia,Romania,2,0,FIFA World Cup qualification,Prague,Czechoslovakia,FALSE
24-06-1953,Norway,Saarland,2,3,FIFA World Cup qualification,Oslo,Norway,FALSE
28-06-1953,Romania,Bulgaria,3,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
19-07-1953,Mexico,Haiti,8,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
05-08-1953,Finland,Sweden,3,3,FIFA World Cup qualification,Helsinki,Finland,FALSE
16-08-1953,Sweden,Finland,4,0,FIFA World Cup qualification,Solna,Sweden,FALSE
19-08-1953,Norway,Germany,1,1,FIFA World Cup qualification,Oslo,Norway,FALSE
06-09-1953,Bulgaria,Czechoslovakia,1,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
20-09-1953,Luxembourg,France,1,6,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
23-09-1953,Belgium,Finland,2,2,FIFA World Cup qualification,Brussels,Belgium,FALSE
27-09-1953,Austria,Portugal,9,1,FIFA World Cup qualification,Vienna,Austria,FALSE
04-10-1953,Republic of Ireland,France,3,5,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
08-10-1953,Belgium,Sweden,2,0,FIFA World Cup qualification,Brussels,Belgium,FALSE
11-10-1953,Bulgaria,Romania,1,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
11-10-1953,Germany,Saarland,3,0,FIFA World Cup qualification,Stuttgart,Germany,FALSE
25-10-1953,Romania,Czechoslovakia,0,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
28-10-1953,Republic of Ireland,Luxembourg,4,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
01-11-1953,Greece,Israel,1,0,FIFA World Cup qualification,Athens,Greece,FALSE
08-11-1953,Czechoslovakia,Bulgaria,0,0,FIFA World Cup qualification,Bratislava,Czechoslovakia,FALSE
08-11-1953,Saarland,Norway,0,0,FIFA World Cup qualification,Saarbrücken,Saarland,FALSE
08-11-1953,Yugoslavia,Israel,1,0,FIFA World Cup qualification,Skopje,Yugoslavia,FALSE
13-11-1953,Egypt,Italy,1,2,FIFA World Cup qualification,Cairo,Egypt,FALSE
22-11-1953,Germany,Norway,5,1,FIFA World Cup qualification,Hamburg,Germany,FALSE
25-11-1953,France,Republic of Ireland,1,0,FIFA World Cup qualification,Paris,France,FALSE
29-11-1953,Portugal,Austria,0,0,FIFA World Cup qualification,Oeiras,Portugal,FALSE
17-12-1953,France,Luxembourg,8,0,FIFA World Cup qualification,Paris,France,FALSE
27-12-1953,Haiti,Mexico,0,4,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
06-01-1954,Spain,Turkey,4,1,FIFA World Cup qualification,Madrid,Spain,FALSE
10-01-1954,Mexico,United States,4,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
14-01-1954,Mexico,United States,3,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
24-01-1954,Italy,Egypt,5,1,FIFA World Cup qualification,Milan,Italy,FALSE
14-02-1954,Paraguay,Chile,4,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE
21-02-1954,Chile,Paraguay,1,3,FIFA World Cup qualification,Santiago,Chile,FALSE
28-02-1954,Chile,Brazil,0,2,FIFA World Cup qualification,Santiago,Chile,FALSE
07-03-1954,Japan,South Korea,1,5,FIFA World Cup qualification,Tokyo,Japan,FALSE
07-03-1954,Luxembourg,Republic of Ireland,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
07-03-1954,Paraguay,Brazil,0,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
08-03-1954,Israel,Greece,0,2,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
14-03-1954,Brazil,Chile,1,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,FALSE
14-03-1954,Japan,South Korea,2,2,FIFA World Cup qualification,Tokyo,Japan,FALSE
14-03-1954,Turkey,Spain,1,0,FIFA World Cup qualification,Istanbul,Turkey,FALSE
17-03-1954,Turkey,Spain,2,2,FIFA World Cup qualification,Rome,Italy,TRUE
21-03-1954,Israel,Yugoslavia,0,1,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
21-03-1954,Brazil,Paraguay,4,1,FIFA World Cup qualification,Rio de Janeiro,Brazil,FALSE
28-03-1954,Greece,Yugoslavia,0,1,FIFA World Cup qualification,Athens,Greece,FALSE
28-03-1954,Saarland,Germany,1,3,FIFA World Cup qualification,Saarbrücken,Saarland,FALSE
03-04-1954,Haiti,United States,2,3,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
04-04-1954,Haiti,United States,0,3,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE
16-06-1954,Austria,Scotland,1,0,FIFA World Cup,Zürich,Switzerland,TRUE
16-06-1954,Brazil,Mexico,5,0,FIFA World Cup,Geneva,Switzerland,TRUE
16-06-1954,Czechoslovakia,Uruguay,0,2,FIFA World Cup,Bern,Switzerland,TRUE
16-06-1954,France,Yugoslavia,0,1,FIFA World Cup,Lausanne,Switzerland,TRUE
17-06-1954,Belgium,England,4,4,FIFA World Cup,Basel,Switzerland,TRUE
17-06-1954,Germany,Turkey,4,1,FIFA World Cup,Bern,Switzerland,TRUE
17-06-1954,Hungary,South Korea,9,0,FIFA World Cup,Zürich,Switzerland,TRUE
17-06-1954,Switzerland,Italy,2,1,FIFA World Cup,Lausanne,Switzerland,FALSE
19-06-1954,Austria,Czechoslovakia,5,0,FIFA World Cup,Zürich,Switzerland,TRUE
19-06-1954,Brazil,Yugoslavia,1,1,FIFA World Cup,Lausanne,Switzerland,TRUE
19-06-1954,France,Mexico,3,2,FIFA World Cup,Geneva,Switzerland,TRUE
19-06-1954,Scotland,Uruguay,0,7,FIFA World Cup,Basel,Switzerland,TRUE
20-06-1954,Belgium,Italy,1,4,FIFA World Cup,Lugano,Switzerland,TRUE
20-06-1954,Germany,Hungary,3,8,FIFA World Cup,Basel,Switzerland,TRUE
20-06-1954,South Korea,Turkey,0,7,FIFA World Cup,Geneva,Switzerland,TRUE
20-06-1954,Switzerland,England,0,2,FIFA World Cup,Bern,Switzerland,FALSE
23-06-1954,Germany,Turkey,7,2,FIFA World Cup,Zürich,Switzerland,TRUE
23-06-1954,Switzerland,Italy,4,1,FIFA World Cup,Basel,Switzerland,FALSE
26-06-1954,England,Uruguay,2,4,FIFA World Cup,Basel,Switzerland,TRUE
26-06-1954,Switzerland,Austria,5,7,FIFA World Cup,Lausanne,Switzerland,FALSE
27-06-1954,Brazil,Hungary,2,4,FIFA World Cup,Bern,Switzerland,TRUE
27-06-1954,Germany,Yugoslavia,2,0,FIFA World Cup,Geneva,Switzerland,TRUE
30-06-1954,Austria,Germany,1,6,FIFA World Cup,Basel,Switzerland,TRUE
30-06-1954,Hungary,Uruguay,4,2,FIFA World Cup,Lausanne,Switzerland,TRUE
03-07-1954,Austria,Uruguay,3,1,FIFA World Cup,Zürich,Switzerland,TRUE
04-07-1954,Germany,Hungary,3,2,FIFA World Cup,Bern,Switzerland,TRUE
27-02-1955,Chile,Ecuador,7,1,Copa América,Santiago,Chile,FALSE
02-03-1955,Argentina,Paraguay,5,3,Copa América,Santiago,Chile,TRUE
06-03-1955,Chile,Peru,5,4,Copa América,Santiago,Chile,FALSE
09-03-1955,Argentina,Ecuador,4,0,Copa América,Santiago,Chile,TRUE
09-03-1955,Paraguay,Uruguay,1,3,Copa América,Santiago,Chile,TRUE
13-03-1955,Chile,Uruguay,2,2,Copa América,Santiago,Chile,FALSE
13-03-1955,Ecuador,Peru,2,4,Copa América,Santiago,Chile,TRUE
16-03-1955,Argentina,Peru,2,2,Copa América,Santiago,Chile,TRUE
16-03-1955,Ecuador,Paraguay,0,2,Copa América,Santiago,Chile,TRUE
20-03-1955,Chile,Paraguay,5,0,Copa América,Santiago,Chile,FALSE
23-03-1955,Ecuador,Uruguay,1,5,Copa América,Santiago,Chile,TRUE
23-03-1955,Paraguay,Peru,1,1,Copa América,Santiago,Chile,TRUE
27-03-1955,Argentina,Uruguay,6,1,Copa América,Santiago,Chile,TRUE
30-03-1955,Chile,Argentina,0,1,Copa América,Santiago,Chile,FALSE
30-03-1955,Peru,Uruguay,2,1,Copa América,Santiago,Chile,TRUE
21-01-1956,Uruguay,Paraguay,4,2,Copa América,Montevideo,Uruguay,FALSE
22-01-1956,Argentina,Peru,2,1,Copa América,Montevideo,Uruguay,TRUE
24-01-1956,Brazil,Chile,1,4,Copa América,Montevideo,Uruguay,TRUE
28-01-1956,Uruguay,Peru,2,0,Copa América,Montevideo,Uruguay,FALSE
29-01-1956,Argentina,Chile,2,0,Copa América,Montevideo,Uruguay,TRUE
29-01-1956,Brazil,Paraguay,0,0,Copa América,Montevideo,Uruguay,TRUE
01-02-1956,Argentina,Paraguay,1,0,Copa América,Montevideo,Uruguay,TRUE
01-02-1956,Brazil,Peru,2,1,Copa América,Montevideo,Uruguay,TRUE
05-02-1956,Argentina,Brazil,0,1,Copa América,Montevideo,Uruguay,TRUE
05-02-1956,Paraguay,Peru,1,1,Copa América,Montevideo,Uruguay,TRUE
06-02-1956,Uruguay,Chile,2,1,Copa América,Montevideo,Uruguay,FALSE
09-02-1956,Chile,Peru,4,3,Copa América,Montevideo,Uruguay,TRUE
10-02-1956,Uruguay,Brazil,0,0,Copa América,Montevideo,Uruguay,FALSE
12-02-1956,Chile,Paraguay,2,0,Copa América,Montevideo,Uruguay,TRUE
15-02-1956,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,FALSE
25-02-1956,Philippines,South Korea,0,2,AFC Asian Cup qualification,Manila,Philippines,FALSE
17-03-1956,Malaysia,Cambodia,9,2,AFC Asian Cup qualification,Kuala Lumpur,Malaya,TRUE
21-04-1956,South Korea,Philippines,3,0,AFC Asian Cup qualification,Seoul,South Korea,FALSE
24-04-1956,Cambodia,Malaysia,3,2,AFC Asian Cup qualification,Phnom Penh,Cambodia,FALSE
03-05-1956,Vietnam Republic,Malaysia,4,0,AFC Asian Cup qualification,Saigon,Vietnam Republic,FALSE
24-05-1956,Malaysia,Vietnam Republic,3,3,AFC Asian Cup qualification,Kuala Lumpur,Malaya,TRUE
26-08-1956,South Korea,Taiwan,2,0,AFC Asian Cup qualification,Seoul,South Korea,FALSE
01-09-1956,Hong Kong,Israel,2,3,AFC Asian Cup,So Kon Po,Hong Kong,FALSE
06-09-1956,Hong Kong,South Korea,2,2,AFC Asian Cup,So Kon Po,Hong Kong,FALSE
08-09-1956,Israel,South Korea,1,2,AFC Asian Cup,So Kon Po,Hong Kong,TRUE
09-09-1956,Hong Kong,Vietnam Republic,2,2,AFC Asian Cup,So Kon Po,Hong Kong,FALSE
12-09-1956,Israel,Vietnam Republic,2,1,AFC Asian Cup,So Kon Po,Hong Kong,TRUE
15-09-1956,South Korea,Vietnam Republic,5,3,AFC Asian Cup,So Kon Po,Hong Kong,TRUE
30-09-1956,Austria,Luxembourg,7,0,FIFA World Cup qualification,Vienna,Austria,FALSE
03-10-1956,Republic of Ireland,Denmark,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
11-11-1956,France,Belgium,6,3,FIFA World Cup qualification,Colombes,France,FALSE
05-12-1956,England,Denmark,5,2,FIFA World Cup qualification,Wolverhampton,England,FALSE
16-01-1957,Portugal,Northern Ireland,1,1,FIFA World Cup qualification,Lisbon,Portugal,FALSE
10-02-1957,Guatemala,Costa Rica,2,6,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
10-02-1957,Sudan,Egypt,1,2,African Cup of Nations,Khartoum,Sudan,FALSE
16-02-1957,Egypt,Ethiopia,4,0,African Cup of Nations,Khartoum,Sudan,TRUE
17-02-1957,Costa Rica,Guatemala,3,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
03-03-1957,Costa Rica,Curaçao,4,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
07-03-1957,Ecuador,Uruguay,2,5,Copa América,Lima,Peru,TRUE
08-03-1957,Sudan,Syria,1,0,FIFA World Cup qualification,Khartoum,Sudan,FALSE
10-03-1957,Peru,Ecuador,2,1,Copa América,Lima,Peru,FALSE
10-03-1957,Spain,Switzerland,2,2,FIFA World Cup qualification,Madrid,Spain,FALSE
13-03-1957,Argentina,Colombia,8,2,Copa América,Lima,Peru,TRUE
13-03-1957,Brazil,Chile,4,2,Copa América,Lima,Peru,TRUE
14-03-1957,Guatemala,Curaçao,1,3,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
16-03-1957,Peru,Chile,1,0,Copa América,Lima,Peru,FALSE
17-03-1957,Argentina,Ecuador,3,0,Copa América,Lima,Peru,TRUE
17-03-1957,Colombia,Uruguay,1,0,Copa América,Lima,Peru,TRUE
20-03-1957,Argentina,Uruguay,4,0,Copa América,Lima,Peru,TRUE
20-03-1957,Netherlands,Luxembourg,4,1,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
21-03-1957,Brazil,Ecuador,7,1,Copa América,Lima,Peru,TRUE
21-03-1957,Chile,Colombia,3,2,Copa América,Lima,Peru,TRUE
23-03-1957,Peru,Uruguay,3,5,Copa América,Lima,Peru,FALSE
24-03-1957,Brazil,Colombia,9,0,Copa América,Lima,Peru,TRUE
24-03-1957,Chile,Ecuador,2,2,Copa América,Lima,Peru,TRUE
27-03-1957,Peru,Colombia,4,1,Copa América,Lima,Peru,FALSE
28-03-1957,Argentina,Chile,6,2,Copa América,Lima,Peru,TRUE
28-03-1957,Brazil,Uruguay,2,3,Copa América,Lima,Peru,TRUE
31-03-1957,Peru,Brazil,0,1,Copa América,Lima,Peru,FALSE
01-04-1957,Chile,Uruguay,0,2,Copa América,Lima,Peru,TRUE
01-04-1957,Colombia,Ecuador,4,1,Copa América,Lima,Peru,TRUE
03-04-1957,Argentina,Brazil,3,0,Copa América,Lima,Peru,TRUE
06-04-1957,Peru,Argentina,2,1,Copa América,Lima,Peru,FALSE
07-04-1957,Mexico,United States,6,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
13-04-1957,Peru,Brazil,1,1,FIFA World Cup qualification,Lima,Peru,FALSE
21-04-1957,Brazil,Peru,1,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,FALSE
25-04-1957,Italy,Northern Ireland,1,0,FIFA World Cup qualification,Rome,Italy,FALSE
28-04-1957,United States,Mexico,2,7,FIFA World Cup qualification,Long Beach,United States,FALSE
01-05-1957,Northern Ireland,Portugal,3,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
01-05-1957,Wales,Czechoslovakia,1,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
05-05-1957,Greece,Yugoslavia,0,0,FIFA World Cup qualification,Athens,Greece,FALSE
08-05-1957,England,Republic of Ireland,5,1,FIFA World Cup qualification,London,England,FALSE
08-05-1957,Scotland,Spain,4,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE
12-05-1957,Indonesia,China,2,0,FIFA World Cup qualification,Jakarta,Indonesia,FALSE
15-05-1957,Denmark,England,1,4,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
19-05-1957,German DR,Wales,2,1,FIFA World Cup qualification,Leipzig,German DR,FALSE
19-05-1957,Republic of Ireland,England,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
19-05-1957,Switzerland,Scotland,1,2,FIFA World Cup qualification,Basel,Switzerland,FALSE
22-05-1957,Norway,Bulgaria,1,2,FIFA World Cup qualification,Oslo,Norway,FALSE
24-05-1957,Syria,Sudan,1,1,FIFA World Cup qualification,Damascus,Syria,FALSE
26-05-1957,Austria,Netherlands,3,2,FIFA World Cup qualification,Vienna,Austria,FALSE
26-05-1957,Czechoslovakia,Wales,2,0,FIFA World Cup qualification,Prague,Czechoslovakia,FALSE
26-05-1957,Portugal,Italy,3,0,FIFA World Cup qualification,Oeiras,Portugal,FALSE
26-05-1957,Spain,Scotland,4,1,FIFA World Cup qualification,Madrid,Spain,FALSE
02-06-1957,China,Indonesia,4,3,FIFA World Cup qualification,Beijing,China,FALSE
02-06-1957,France,Iceland,8,0,FIFA World Cup qualification,Nantes,France,FALSE
05-06-1957,Belgium,Iceland,8,3,FIFA World Cup qualification,Brussels,Belgium,FALSE
12-06-1957,Norway,Hungary,2,1,FIFA World Cup qualification,Oslo,Norway,FALSE
16-06-1957,Colombia,Uruguay,1,1,FIFA World Cup qualification,Bogotá,Colombia,FALSE
16-06-1957,Czechoslovakia,German DR,3,1,FIFA World Cup qualification,Brno,Czechoslovakia,FALSE
16-06-1957,Greece,Romania,1,2,FIFA World Cup qualification,Athens,Greece,FALSE
20-06-1957,Colombia,Paraguay,2,3,FIFA World Cup qualification,Bogotá,Colombia,FALSE
22-06-1957,Canada,United States,5,1,FIFA World Cup qualification,Toronto,Canada,FALSE
23-06-1957,China,Indonesia,0,0,FIFA World Cup qualification,Yangon,Burma,TRUE
23-06-1957,Hungary,Bulgaria,4,1,FIFA World Cup qualification,Budapest,Hungary,FALSE
23-06-1957,Russia,Poland,3,0,FIFA World Cup qualification,Moscow,Soviet Union,TRUE
30-06-1957,Mexico,Canada,3,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
30-06-1957,Uruguay,Colombia,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
03-07-1957,Mexico,Canada,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
05-07-1957,Finland,Poland,1,3,FIFA World Cup qualification,Helsinki,Finland,FALSE
06-07-1957,United States,Canada,2,3,FIFA World Cup qualification,St. Louis,United States,FALSE
07-07-1957,Paraguay,Colombia,3,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE
14-07-1957,Paraguay,Uruguay,5,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE
27-07-1957,Russia,Finland,2,1,FIFA World Cup qualification,Moscow,Soviet Union,TRUE
28-07-1957,Uruguay,Paraguay,2,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
04-08-1957,Curaçao,Costa Rica,1,2,FIFA World Cup qualification,Willemstad,Curaçao,FALSE
15-08-1957,Finland,Russia,0,10,FIFA World Cup qualification,Helsinki,Finland,FALSE
